company,ticker,date,close,daily_return
ABB India,ABB.NS,2021-08-16,1758.4000244140625,0.005978
ABB India,ABB.NS,2021-08-17,1745.449951171875,-0.007365
ABB India,ABB.NS,2021-08-18,1761.300048828125,0.009081
ABB India,ABB.NS,2021-08-20,1714.6500244140625,-0.026486
ABB India,ABB.NS,2021-08-23,1674.949951171875,-0.023153
ABB India,ABB.NS,2021-08-24,1696.9000244140625,0.013105
ABB India,ABB.NS,2021-08-25,1731.0999755859375,0.020154
ABB India,ABB.NS,2021-08-26,1736.3499755859375,0.003033
ABB India,ABB.NS,2021-08-27,1850.050048828125,0.065482
ABB India,ABB.NS,2021-08-30,1921.699951171875,0.038729
ABB India,ABB.NS,2021-08-31,1895.75,-0.013504
ABB India,ABB.NS,2021-09-01,1883.199951171875,-0.00662
ABB India,ABB.NS,2021-09-02,1894.3499755859375,0.005921
ABB India,ABB.NS,2021-09-03,1848.699951171875,-0.024098
ABB India,ABB.NS,2021-09-06,1851.8499755859375,0.001704
ABB India,ABB.NS,2021-09-07,1870.300048828125,0.009963
ABB India,ABB.NS,2021-09-08,1876.75,0.003449
ABB India,ABB.NS,2021-09-09,1869.449951171875,-0.00389
ABB India,ABB.NS,2021-09-13,1861.0,-0.00452
ABB India,ABB.NS,2021-09-14,1907.300048828125,0.024879
ABB India,ABB.NS,2021-09-15,1905.9000244140625,-0.000734
ABB India,ABB.NS,2021-09-16,1908.050048828125,0.001128
ABB India,ABB.NS,2021-09-17,1843.199951171875,-0.033988
ABB India,ABB.NS,2021-09-20,1875.1500244140625,0.017334
ABB India,ABB.NS,2021-09-21,1875.0,-8e-05
ABB India,ABB.NS,2021-09-22,1869.1500244140625,-0.00312
ABB India,ABB.NS,2021-09-23,1898.0999755859375,0.015488
ABB India,ABB.NS,2021-09-24,1878.699951171875,-0.010221
ABB India,ABB.NS,2021-09-27,1855.0,-0.012615
ABB India,ABB.NS,2021-09-28,1800.6500244140625,-0.029299
ABB India,ABB.NS,2021-09-29,1820.550048828125,0.011052
ABB India,ABB.NS,2021-09-30,1870.5999755859375,0.027492
ABB India,ABB.NS,2021-10-01,1858.9000244140625,-0.006255
ABB India,ABB.NS,2021-10-04,1873.199951171875,0.007693
ABB India,ABB.NS,2021-10-05,1877.949951171875,0.002536
ABB India,ABB.NS,2021-10-06,1873.3499755859375,-0.002449
ABB India,ABB.NS,2021-10-07,1871.5,-0.000988
ABB India,ABB.NS,2021-10-08,1839.75,-0.016965
ABB India,ABB.NS,2021-10-11,1830.5999755859375,-0.004974
ABB India,ABB.NS,2021-10-12,1827.6500244140625,-0.001611
ABB India,ABB.NS,2021-10-13,1806.8499755859375,-0.011381
ABB India,ABB.NS,2021-10-14,1819.0,0.006724
ABB India,ABB.NS,2021-10-18,1829.5,0.005772
ABB India,ABB.NS,2021-10-19,1846.25,0.009156
ABB India,ABB.NS,2021-10-20,1830.25,-0.008666
ABB India,ABB.NS,2021-10-21,1875.0,0.02445
ABB India,ABB.NS,2021-10-22,1909.300048828125,0.018293
ABB India,ABB.NS,2021-10-25,1850.199951171875,-0.030954
ABB India,ABB.NS,2021-10-26,1845.5999755859375,-0.002486
ABB India,ABB.NS,2021-10-27,1879.699951171875,0.018476
ABB India,ABB.NS,2021-10-28,1983.6500244140625,0.055301
ABB India,ABB.NS,2021-10-29,2119.89990234375,0.068686
ABB India,ABB.NS,2021-11-01,2079.699951171875,-0.018963
ABB India,ABB.NS,2021-11-02,2062.449951171875,-0.008294
ABB India,ABB.NS,2021-11-03,2068.949951171875,0.003152
ABB India,ABB.NS,2021-11-04,2105.64990234375,0.017738
ABB India,ABB.NS,2021-11-08,2086.89990234375,-0.008905
ABB India,ABB.NS,2021-11-09,2185.050048828125,0.047032
ABB India,ABB.NS,2021-11-10,2170.699951171875,-0.006567
ABB India,ABB.NS,2021-11-11,2172.300048828125,0.000737
ABB India,ABB.NS,2021-11-12,2211.300048828125,0.017953
ABB India,ABB.NS,2021-11-15,2148.10009765625,-0.02858
ABB India,ABB.NS,2021-11-16,2176.949951171875,0.01343
ABB India,ABB.NS,2021-11-17,2191.699951171875,0.006776
ABB India,ABB.NS,2021-11-18,2149.550048828125,-0.019232
ABB India,ABB.NS,2021-11-22,2099.800048828125,-0.023144
ABB India,ABB.NS,2021-11-23,2103.199951171875,0.001619
ABB India,ABB.NS,2021-11-24,2085.800048828125,-0.008273
ABB India,ABB.NS,2021-11-25,2046.949951171875,-0.018626
ABB India,ABB.NS,2021-11-26,1995.0,-0.025379
ABB India,ABB.NS,2021-11-29,2083.35009765625,0.044286
ABB India,ABB.NS,2021-11-30,2061.85009765625,-0.01032
ABB India,ABB.NS,2021-12-01,2017.9000244140625,-0.021316
ABB India,ABB.NS,2021-12-02,2112.85009765625,0.047054
ABB India,ABB.NS,2021-12-03,2078.39990234375,-0.016305
ABB India,ABB.NS,2021-12-06,2054.550048828125,-0.011475
ABB India,ABB.NS,2021-12-07,2065.699951171875,0.005427
ABB India,ABB.NS,2021-12-08,2092.75,0.013095
ABB India,ABB.NS,2021-12-09,2300.39990234375,0.099223
ABB India,ABB.NS,2021-12-10,2264.39990234375,-0.015649
ABB India,ABB.NS,2021-12-13,2307.60009765625,0.019078
ABB India,ABB.NS,2021-12-14,2272.550048828125,-0.015189
ABB India,ABB.NS,2021-12-15,2232.050048828125,-0.017821
ABB India,ABB.NS,2021-12-16,2234.89990234375,0.001277
ABB India,ABB.NS,2021-12-17,2199.75,-0.015728
ABB India,ABB.NS,2021-12-20,2121.64990234375,-0.035504
ABB India,ABB.NS,2021-12-21,2201.0,0.0374
ABB India,ABB.NS,2021-12-22,2284.449951171875,0.037915
ABB India,ABB.NS,2021-12-23,2263.800048828125,-0.009039
ABB India,ABB.NS,2021-12-24,2244.550048828125,-0.008503
ABB India,ABB.NS,2021-12-27,2195.5,-0.021853
ABB India,ABB.NS,2021-12-28,2207.10009765625,0.005284
ABB India,ABB.NS,2021-12-29,2226.60009765625,0.008835
ABB India,ABB.NS,2021-12-30,2235.39990234375,0.003952
ABB India,ABB.NS,2021-12-31,2233.60009765625,-0.000805
ABB India,ABB.NS,2022-01-03,2205.449951171875,-0.012603
ABB India,ABB.NS,2022-01-04,2219.75,0.006484
ABB India,ABB.NS,2022-01-05,2226.199951171875,0.002906
ABB India,ABB.NS,2022-01-06,2225.25,-0.000427
ABB India,ABB.NS,2022-01-07,2227.10009765625,0.000831
ABB India,ABB.NS,2022-01-10,2280.89990234375,0.024157
ABB India,ABB.NS,2022-01-11,2339.449951171875,0.02567
ABB India,ABB.NS,2022-01-12,2316.449951171875,-0.009831
ABB India,ABB.NS,2022-01-13,2306.5,-0.004295
ABB India,ABB.NS,2022-01-14,2341.550048828125,0.015196
ABB India,ABB.NS,2022-01-17,2320.39990234375,-0.009033
ABB India,ABB.NS,2022-01-18,2368.550048828125,0.020751
ABB India,ABB.NS,2022-01-19,2344.10009765625,-0.010323
ABB India,ABB.NS,2022-01-20,2389.25,0.019261
ABB India,ABB.NS,2022-01-21,2356.75,-0.013603
ABB India,ABB.NS,2022-01-24,2408.39990234375,0.021916
ABB India,ABB.NS,2022-01-25,2400.14990234375,-0.003426
ABB India,ABB.NS,2022-01-27,2224.449951171875,-0.073204
ABB India,ABB.NS,2022-01-28,2270.5,0.020702
ABB India,ABB.NS,2022-01-31,2301.050048828125,0.013455
ABB India,ABB.NS,2022-02-01,2287.10009765625,-0.006062
ABB India,ABB.NS,2022-02-02,2296.699951171875,0.004197
ABB India,ABB.NS,2022-02-03,2305.800048828125,0.003962
ABB India,ABB.NS,2022-02-04,2335.39990234375,0.012837
ABB India,ABB.NS,2022-02-07,2258.0,-0.033142
ABB India,ABB.NS,2022-02-08,2221.25,-0.016275
ABB India,ABB.NS,2022-02-09,2241.0,0.008891
ABB India,ABB.NS,2022-02-10,2238.0,-0.001339
ABB India,ABB.NS,2022-02-11,2179.25,-0.026251
ABB India,ABB.NS,2022-02-14,2091.0,-0.040496
ABB India,ABB.NS,2022-02-15,2045.8499755859375,-0.021593
ABB India,ABB.NS,2022-02-16,2033.300048828125,-0.006134
ABB India,ABB.NS,2022-02-17,2055.89990234375,0.011115
ABB India,ABB.NS,2022-02-18,2065.64990234375,0.004742
ABB India,ABB.NS,2022-02-21,2101.10009765625,0.017162
ABB India,ABB.NS,2022-02-22,2067.300048828125,-0.016087
ABB India,ABB.NS,2022-02-23,2097.199951171875,0.014463
ABB India,ABB.NS,2022-02-24,2045.550048828125,-0.024628
ABB India,ABB.NS,2022-02-25,2131.89990234375,0.042214
ABB India,ABB.NS,2022-02-28,2159.449951171875,0.012923
ABB India,ABB.NS,2022-03-02,2179.199951171875,0.009146
ABB India,ABB.NS,2022-03-03,2159.449951171875,-0.009063
ABB India,ABB.NS,2022-03-04,2155.39990234375,-0.001876
ABB India,ABB.NS,2022-03-07,2108.949951171875,-0.021551
ABB India,ABB.NS,2022-03-08,2135.050048828125,0.012376
ABB India,ABB.NS,2022-03-09,2142.75,0.003606
ABB India,ABB.NS,2022-03-10,2157.949951171875,0.007094
ABB India,ABB.NS,2022-03-11,2119.949951171875,-0.017609
ABB India,ABB.NS,2022-03-14,2078.5,-0.019552
ABB India,ABB.NS,2022-03-15,2091.699951171875,0.006351
ABB India,ABB.NS,2022-03-16,2190.949951171875,0.047449
ABB India,ABB.NS,2022-03-17,2101.35009765625,-0.040895
ABB India,ABB.NS,2022-03-21,2091.449951171875,-0.004711
ABB India,ABB.NS,2022-03-22,2077.14990234375,-0.006837
ABB India,ABB.NS,2022-03-23,2050.800048828125,-0.012686
ABB India,ABB.NS,2022-03-24,2038.6500244140625,-0.005925
ABB India,ABB.NS,2022-03-25,1989.300048828125,-0.024207
ABB India,ABB.NS,2022-03-28,2002.9000244140625,0.006837
ABB India,ABB.NS,2022-03-29,2038.800048828125,0.017924
ABB India,ABB.NS,2022-03-30,2083.5,0.021925
ABB India,ABB.NS,2022-03-31,2157.949951171875,0.035733
ABB India,ABB.NS,2022-04-01,2114.300048828125,-0.020227
ABB India,ABB.NS,2022-04-04,2130.550048828125,0.007686
ABB India,ABB.NS,2022-04-05,2207.550048828125,0.036141
ABB India,ABB.NS,2022-04-06,2209.449951171875,0.000861
ABB India,ABB.NS,2022-04-07,2192.14990234375,-0.00783
ABB India,ABB.NS,2022-04-08,2238.949951171875,0.021349
ABB India,ABB.NS,2022-04-11,2214.800048828125,-0.010786
ABB India,ABB.NS,2022-04-12,2206.5,-0.003748
ABB India,ABB.NS,2022-04-13,2226.699951171875,0.009155
ABB India,ABB.NS,2022-04-18,2183.5,-0.019401
ABB India,ABB.NS,2022-04-19,2152.199951171875,-0.014335
ABB India,ABB.NS,2022-04-20,2137.449951171875,-0.006853
ABB India,ABB.NS,2022-04-21,2143.5,0.00283
ABB India,ABB.NS,2022-04-22,2161.10009765625,0.008211
ABB India,ABB.NS,2022-04-25,2100.0,-0.028273
ABB India,ABB.NS,2022-04-26,2087.85009765625,-0.005786
ABB India,ABB.NS,2022-04-27,2084.64990234375,-0.001533
ABB India,ABB.NS,2022-04-28,2097.85009765625,0.006332
ABB India,ABB.NS,2022-04-29,2096.550048828125,-0.00062
ABB India,ABB.NS,2022-05-02,2051.35009765625,-0.021559
ABB India,ABB.NS,2022-05-04,2014.449951171875,-0.017988
ABB India,ABB.NS,2022-05-05,2221.10009765625,0.102584
ABB India,ABB.NS,2022-05-06,2254.199951171875,0.014902
ABB India,ABB.NS,2022-05-09,2305.699951171875,0.022846
ABB India,ABB.NS,2022-05-10,2230.550048828125,-0.032593
ABB India,ABB.NS,2022-05-11,2270.0,0.017686
ABB India,ABB.NS,2022-05-12,2233.449951171875,-0.016101
ABB India,ABB.NS,2022-05-13,2290.60009765625,0.025588
ABB India,ABB.NS,2022-05-16,2251.800048828125,-0.016939
ABB India,ABB.NS,2022-05-17,2294.35009765625,0.018896
ABB India,ABB.NS,2022-05-18,2279.0,-0.00669
ABB India,ABB.NS,2022-05-19,2275.050048828125,-0.001733
ABB India,ABB.NS,2022-05-20,2289.14990234375,0.006198
ABB India,ABB.NS,2022-05-23,2297.050048828125,0.003451
ABB India,ABB.NS,2022-05-24,2283.10009765625,-0.006073
ABB India,ABB.NS,2022-05-25,2214.5,-0.030047
ABB India,ABB.NS,2022-05-26,2191.199951171875,-0.010522
ABB India,ABB.NS,2022-05-27,2284.14990234375,0.04242
ABB India,ABB.NS,2022-05-30,2385.75,0.04448
ABB India,ABB.NS,2022-05-31,2427.25,0.017395
ABB India,ABB.NS,2022-06-01,2456.35009765625,0.011989
ABB India,ABB.NS,2022-06-02,2418.39990234375,-0.01545
ABB India,ABB.NS,2022-06-03,2315.75,-0.042445
ABB India,ABB.NS,2022-06-06,2363.449951171875,0.020598
ABB India,ABB.NS,2022-06-07,2351.60009765625,-0.005014
ABB India,ABB.NS,2022-06-08,2305.300048828125,-0.019689
ABB India,ABB.NS,2022-06-09,2352.39990234375,0.020431
ABB India,ABB.NS,2022-06-10,2333.35009765625,-0.008098
ABB India,ABB.NS,2022-06-13,2337.449951171875,0.001757
ABB India,ABB.NS,2022-06-14,2321.35009765625,-0.006888
ABB India,ABB.NS,2022-06-15,2304.699951171875,-0.007173
ABB India,ABB.NS,2022-06-16,2243.949951171875,-0.026359
ABB India,ABB.NS,2022-06-17,2173.14990234375,-0.031552
ABB India,ABB.NS,2022-06-20,2187.949951171875,0.00681
ABB India,ABB.NS,2022-06-21,2227.85009765625,0.018236
ABB India,ABB.NS,2022-06-22,2215.949951171875,-0.005342
ABB India,ABB.NS,2022-06-23,2290.75,0.033755
ABB India,ABB.NS,2022-06-24,2290.35009765625,-0.000175
ABB India,ABB.NS,2022-06-27,2292.550048828125,0.000961
ABB India,ABB.NS,2022-06-28,2284.800048828125,-0.003381
ABB India,ABB.NS,2022-06-29,2310.199951171875,0.011117
ABB India,ABB.NS,2022-06-30,2300.89990234375,-0.004026
ABB India,ABB.NS,2022-07-01,2275.449951171875,-0.011061
ABB India,ABB.NS,2022-07-04,2361.5,0.037817
ABB India,ABB.NS,2022-07-05,2364.75,0.001376
ABB India,ABB.NS,2022-07-06,2517.0,0.064383
ABB India,ABB.NS,2022-07-07,2562.449951171875,0.018057
ABB India,ABB.NS,2022-07-08,2589.10009765625,0.0104
ABB India,ABB.NS,2022-07-11,2610.85009765625,0.008401
ABB India,ABB.NS,2022-07-12,2540.800048828125,-0.02683
ABB India,ABB.NS,2022-07-13,2544.699951171875,0.001535
ABB India,ABB.NS,2022-07-14,2548.35009765625,0.001434
ABB India,ABB.NS,2022-07-15,2559.449951171875,0.004356
ABB India,ABB.NS,2022-07-18,2586.550048828125,0.010588
ABB India,ABB.NS,2022-07-19,2590.89990234375,0.001682
ABB India,ABB.NS,2022-07-20,2598.550048828125,0.002953
ABB India,ABB.NS,2022-07-21,2772.75,0.067037
ABB India,ABB.NS,2022-07-22,2696.39990234375,-0.027536
ABB India,ABB.NS,2022-07-25,2662.89990234375,-0.012424
ABB India,ABB.NS,2022-07-26,2713.39990234375,0.018964
ABB India,ABB.NS,2022-07-27,2728.14990234375,0.005436
ABB India,ABB.NS,2022-07-28,2722.25,-0.002163
ABB India,ABB.NS,2022-07-29,2736.14990234375,0.005106
ABB India,ABB.NS,2022-08-01,2745.64990234375,0.003472
ABB India,ABB.NS,2022-08-02,2759.550048828125,0.005063
ABB India,ABB.NS,2022-08-03,2671.60009765625,-0.031871
ABB India,ABB.NS,2022-08-04,2668.35009765625,-0.001216
ABB India,ABB.NS,2022-08-05,2688.199951171875,0.007439
ABB India,ABB.NS,2022-08-08,2721.10009765625,0.012239
ABB India,ABB.NS,2022-08-10,2770.39990234375,0.018118
ABB India,ABB.NS,2022-08-11,2798.300048828125,0.010071
ABB India,ABB.NS,2022-08-12,2797.25,-0.000375
ABB India,ABB.NS,2022-08-16,2898.0,0.036018
ABB India,ABB.NS,2022-08-17,2891.75,-0.002157
ABB India,ABB.NS,2022-08-18,2890.5,-0.000432
ABB India,ABB.NS,2022-08-19,2888.35009765625,-0.000744
ABB India,ABB.NS,2022-08-22,2869.550048828125,-0.006509
ABB India,ABB.NS,2022-08-23,2868.10009765625,-0.000505
ABB India,ABB.NS,2022-08-24,3060.449951171875,0.067065
ABB India,ABB.NS,2022-08-25,3144.39990234375,0.027431
ABB India,ABB.NS,2022-08-26,3170.64990234375,0.008348
ABB India,ABB.NS,2022-08-29,3196.449951171875,0.008137
ABB India,ABB.NS,2022-08-30,3262.75,0.020742
ABB India,ABB.NS,2022-09-01,3403.699951171875,0.0432
ABB India,ABB.NS,2022-09-02,3368.89990234375,-0.010224
ABB India,ABB.NS,2022-09-05,3289.199951171875,-0.023658
ABB India,ABB.NS,2022-09-06,3362.050048828125,0.022148
ABB India,ABB.NS,2022-09-07,3310.300048828125,-0.015392
ABB India,ABB.NS,2022-09-08,3318.25,0.002402
ABB India,ABB.NS,2022-09-09,3314.64990234375,-0.001085
ABB India,ABB.NS,2022-09-12,3329.60009765625,0.00451
ABB India,ABB.NS,2022-09-13,3358.85009765625,0.008785
ABB India,ABB.NS,2022-09-14,3288.64990234375,-0.0209
ABB India,ABB.NS,2022-09-15,3296.949951171875,0.002524
ABB India,ABB.NS,2022-09-16,3180.14990234375,-0.035427
ABB India,ABB.NS,2022-09-19,3157.800048828125,-0.007028
ABB India,ABB.NS,2022-09-20,3150.550048828125,-0.002296
ABB India,ABB.NS,2022-09-21,3129.64990234375,-0.006634
ABB India,ABB.NS,2022-09-22,3144.10009765625,0.004617
ABB India,ABB.NS,2022-09-23,3124.64990234375,-0.006186
ABB India,ABB.NS,2022-09-26,3002.199951171875,-0.039188
ABB India,ABB.NS,2022-09-27,3032.75,0.010176
ABB India,ABB.NS,2022-09-28,3009.699951171875,-0.0076
ABB India,ABB.NS,2022-09-29,2996.199951171875,-0.004485
ABB India,ABB.NS,2022-09-30,3088.39990234375,0.030772
ABB India,ABB.NS,2022-10-03,2994.800048828125,-0.030307
ABB India,ABB.NS,2022-10-04,3080.800048828125,0.028716
ABB India,ABB.NS,2022-10-06,3188.85009765625,0.035072
ABB India,ABB.NS,2022-10-07,3296.10009765625,0.033633
ABB India,ABB.NS,2022-10-10,3230.550048828125,-0.019887
ABB India,ABB.NS,2022-10-11,3197.050048828125,-0.01037
ABB India,ABB.NS,2022-10-12,3247.5,0.01578
ABB India,ABB.NS,2022-10-13,3265.85009765625,0.005651
ABB India,ABB.NS,2022-10-14,3194.300048828125,-0.021909
ABB India,ABB.NS,2022-10-17,3196.550048828125,0.000704
ABB India,ABB.NS,2022-10-18,3211.60009765625,0.004708
ABB India,ABB.NS,2022-10-19,3238.300048828125,0.008314
ABB India,ABB.NS,2022-10-20,3132.800048828125,-0.032579
ABB India,ABB.NS,2022-10-21,3041.25,-0.029223
ABB India,ABB.NS,2022-10-24,3052.800048828125,0.003798
ABB India,ABB.NS,2022-10-25,3055.25,0.000803
ABB India,ABB.NS,2022-10-27,3039.39990234375,-0.005188
ABB India,ABB.NS,2022-10-28,2962.10009765625,-0.025433
ABB India,ABB.NS,2022-10-31,3049.75,0.02959
ABB India,ABB.NS,2022-11-01,3152.14990234375,0.033576
ABB India,ABB.NS,2022-11-02,3170.85009765625,0.005933
ABB India,ABB.NS,2022-11-03,3225.25,0.017156
ABB India,ABB.NS,2022-11-04,3219.89990234375,-0.001659
ABB India,ABB.NS,2022-11-07,3262.35009765625,0.013184
ABB India,ABB.NS,2022-11-09,3103.89990234375,-0.048569
ABB India,ABB.NS,2022-11-10,3166.89990234375,0.020297
ABB India,ABB.NS,2022-11-11,3155.85009765625,-0.003489
ABB India,ABB.NS,2022-11-14,3025.199951171875,-0.041399
ABB India,ABB.NS,2022-11-15,3027.85009765625,0.000876
ABB India,ABB.NS,2022-11-16,3035.64990234375,0.002576
ABB India,ABB.NS,2022-11-17,3122.199951171875,0.028511
ABB India,ABB.NS,2022-11-18,3092.64990234375,-0.009464
ABB India,ABB.NS,2022-11-21,3082.949951171875,-0.003136
ABB India,ABB.NS,2022-11-22,3059.449951171875,-0.007623
ABB India,ABB.NS,2022-11-23,3099.300048828125,0.013025
ABB India,ABB.NS,2022-11-24,3124.949951171875,0.008276
ABB India,ABB.NS,2022-11-25,3090.85009765625,-0.010912
ABB India,ABB.NS,2022-11-28,3103.35009765625,0.004044
ABB India,ABB.NS,2022-11-29,3015.199951171875,-0.028405
ABB India,ABB.NS,2022-11-30,3000.699951171875,-0.004809
ABB India,ABB.NS,2022-12-01,2993.85009765625,-0.002283
ABB India,ABB.NS,2022-12-02,2978.10009765625,-0.005261
ABB India,ABB.NS,2022-12-05,2975.60009765625,-0.000839
ABB India,ABB.NS,2022-12-06,2944.10009765625,-0.010586
ABB India,ABB.NS,2022-12-07,2969.050048828125,0.008475
ABB India,ABB.NS,2022-12-08,2988.35009765625,0.0065
ABB India,ABB.NS,2022-12-09,2976.64990234375,-0.003915
ABB India,ABB.NS,2022-12-12,2991.39990234375,0.004955
ABB India,ABB.NS,2022-12-13,2993.14990234375,0.000585
ABB India,ABB.NS,2022-12-14,3006.699951171875,0.004527
ABB India,ABB.NS,2022-12-15,2930.199951171875,-0.025443
ABB India,ABB.NS,2022-12-16,2838.5,-0.031295
ABB India,ABB.NS,2022-12-19,2897.25,0.020698
ABB India,ABB.NS,2022-12-20,2924.85009765625,0.009526
ABB India,ABB.NS,2022-12-21,2841.0,-0.028668
ABB India,ABB.NS,2022-12-22,2802.800048828125,-0.013446
ABB India,ABB.NS,2022-12-23,2680.75,-0.043546
ABB India,ABB.NS,2022-12-26,2724.64990234375,0.016376
ABB India,ABB.NS,2022-12-27,2742.64990234375,0.006606
ABB India,ABB.NS,2022-12-28,2724.35009765625,-0.006672
ABB India,ABB.NS,2022-12-29,2684.199951171875,-0.014738
ABB India,ABB.NS,2022-12-30,2683.0,-0.000447
ABB India,ABB.NS,2023-01-02,2679.949951171875,-0.001137
