company,year,LPS,OPS,zLPS,zOPS,GDS,ticker,market_cap,log_market_cap,total_debt,total_assets,leverage,source_year,sector,ticker_tracker,event_date,date_type,event_study_ready,sector_clean
Hero MotoCorp,FY2023-24,0.020627,-0.068239,-0.330655,-0.206077,-0.124578,HEROMOTOCO.NS,944090398477.08,27.573488,6064100000.0,261527900000.0,0.023187,mcap=2024-03-28;bs=2024-03-31,Auto,HEROMOTOCO.NS,2024-07-19,brsr_filing,True,Auto
Hindalco Industries,FY2022-23,0.017868,-0.699905,-0.44018,-1.224466,0.784286,HINDALCO.NS,900549646485.73,27.526271,602910000000.0,2248170000000.0,0.268178,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,HINDALCO.NS,2023-07-28,brsr_filing,True,Metals & Mining
Hindalco Industries,FY2023-24,0.012716,-0.530979,-0.582785,-1.015682,0.432897,HINDALCO.NS,1244104320357.0,27.849437,563560000000.0,2319070000000.0,0.243011,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,HINDALCO.NS,2024-07-29,brsr_filing,True,Metals & Mining
Hindustan Unilever,FY2022-23,0.124267,0.662719,2.900918,1.034565,1.866353,HINDUNILVR.NS,6015776217113.97,29.425407,12190000000.0,730870000000.0,0.016679,mcap=2023-03-31;bs=2023-03-31,FMCG,HINDUNILVR.NS,2023-07-25,brsr_filing,True,FMCG
Hindustan Unilever,FY2023-24,0.127398,0.584292,3.072101,0.935582,2.136518,HINDUNILVR.NS,5320297203561.97,29.30255,14840000000.0,784990000000.0,0.018905,mcap=2024-03-28;bs=2024-03-31,FMCG,HINDUNILVR.NS,2024-06-27,brsr_filing,True,FMCG
ICICI Bank,FY2022-23,0.010867,0.051709,-0.660033,0.021599,-0.681632,ICICIBANK.NS,6125675100019.75,29.44351,1835094403000.0,19584904970000.0,0.093699,mcap=2023-03-31;bs=2023-03-31,Banking,ICICIBANK.NS,2023-08-02,brsr_filing,True,Banking
ICICI Bank,FY2023-24,0.000496,0.183413,-0.97224,0.23421,-1.20645,ICICIBANK.NS,7677519901379.38,29.669318,2009987053000.0,23640630275000.0,0.085023,mcap=2024-03-28;bs=2024-03-31,Banking,ICICIBANK.NS,2024-08-05,brsr_filing,True,Banking
ICICI Lombard,FY2023-24,0.014708,0.823728,-0.519298,1.354497,-1.873795,ICICIGI.NS,829928379427.5,27.444605,350000000.0,633082900000.0,0.000553,mcap=2024-03-28;bs=2024-03-31,Insurance,ICICIGI.NS,2024-06-03,brsr_filing,True,Insurance
IDFC First Bank,FY2022-23,0.012847,0.186999,-0.597857,0.24589,-0.843748,IDFCFIRSTB.NS,364327600921.57,26.621319,572120920000.0,2398820511000.0,0.238501,mcap=2023-03-31;bs=2023-03-31,Banking,IDFCFIRSTB.NS,2023-08-10,brsr_filing,True,Banking
IDFC First Bank,FY2023-24,-0.012486,0.147618,-1.385965,0.171583,-1.557548,IDFCFIRSTB.NS,533072269304.05,27.001923,439357300000.0,2962097800000.0,0.148326,mcap=2024-03-28;bs=2024-03-31,Banking,IDFCFIRSTB.NS,2024-08-08,brsr_filing,True,Banking
ITC,FY2022-23,0.086352,-0.004624,1.710326,-0.071792,1.782118,ITC.NS,4589393344207.41,29.154769,3063400000.0,858829800000.0,0.003567,mcap=2023-03-31;bs=2023-03-31,FMCG,ITC.NS,2023-07-11,brsr_filing,True,FMCG
ITC,FY2023-24,0.070534,-0.007227,1.259859,-0.099332,1.359191,ITC.NS,5149507547787.9,29.269922,3037300000.0,918261600000.0,0.003308,mcap=2024-03-28;bs=2024-03-31,FMCG,ITC.NS,2024-06-28,brsr_filing,True,FMCG
Indian Oil Corporation,FY2022-23,0.020979,-1.552004,-0.3425,-2.637122,2.294622,IOC.NS,1072804599465.83,27.701297,1489770800000.0,4417184800000.0,0.337267,mcap=2023-03-31;bs=2023-03-31,Oil & Gas,IOC.NS,2023-08-04,brsr_filing,True,Oil & Gas
Indian Oil Corporation,FY2023-24,0.016474,-1.629927,-0.463026,-2.938387,2.475361,IOC.NS,2310179307257.25,28.468346,1326275600000.0,4823620000000.0,0.274954,mcap=2024-03-28;bs=2024-03-31,Oil & Gas,IOC.NS,2024-07-18,brsr_filing,True,Oil & Gas
Indus Towers,FY2022-23,0.086093,-0.652653,1.702199,-1.14613,2.848329,INDUSTOWER.NS,385279269804.0,26.677234,191849000000.0,465724000000.0,0.411937,mcap=2023-03-31;bs=2023-03-31,Telecom,INDUSTOWER.NS,2023-08-10,brsr_filing,True,Telecom
Indus Towers,FY2023-24,0.107844,-0.670622,2.448911,-1.259999,3.70891,INDUSTOWER.NS,784349135644.37,27.38812,205310000000.0,558676000000.0,0.367494,mcap=2024-03-28;bs=2024-03-31,Telecom,INDUSTOWER.NS,2024-08-23,brsr_filing,True,Telecom
IndusInd Bank,FY2022-23,0.044748,0.162908,0.403897,0.205951,0.197946,INDUSINDBK.NS,828617238818.59,27.443024,490112342000.0,4578366330000.0,0.10705,mcap=2023-03-31;bs=2023-03-31,Banking,INDUSINDBK.NS,2023-08-02,brsr_filing,True,Banking
IndusInd Bank,FY2023-24,0.001895,0.21122,-0.927644,0.282861,-1.210504,INDUSINDBK.NS,1208730883903.0,27.820592,476114113000.0,5150939711000.0,0.092432,mcap=2024-03-28;bs=2024-03-31,Banking,INDUSINDBK.NS,2024-08-05,brsr_filing,True,Banking
Infosys,FY2022-23,0.036281,0.637559,0.137999,0.992853,-0.854855,INFY.NS,5906554935531.68,29.407084,1010000000.0,15312000000.0,0.065961,mcap=2023-03-31;bs=2023-03-31,IT,INFY.NS,2023-07-12,brsr_filing,True,IT
Infosys,FY2023-24,0.015052,0.587595,-0.50835,0.941362,-1.449711,INFY.NS,6201853250907.78,29.455869,1002000000.0,16523000000.0,0.060643,mcap=2024-03-28;bs=2024-03-31,IT,INFY.NS,2024-06-06,brsr_filing,True,IT
JSW Steel,FY2022-23,0.038995,-1.285844,0.223232,-2.195868,2.4191,JSWSTEEL.NS,1654437593213.79,28.134482,1066050000000.0,2110780000000.0,0.50505,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,JSWSTEEL.NS,2023-07-07,brsr_filing,True,Metals & Mining
JSW Steel,FY2023-24,0.050554,-1.024183,0.623095,-1.878585,2.50168,JSWSTEEL.NS,2022784254976.26,28.335496,1056090000000.0,2281980000000.0,0.462795,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,JSWSTEEL.NS,2024-07-04,brsr_filing,True,Metals & Mining
Jindal Steel,FY2022-23,0.03724,-0.236874,0.168117,-0.456829,0.624947,JINDALSTEL.NS,557172131033.65,27.04614,130463100000.0,694418600000.0,0.187874,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,JINDALSTEL.NS,2023-09-11,brsr_filing,True,Metals & Mining
Jindal Steel,FY2023-24,0.107735,-0.295372,2.445434,-0.603467,3.048901,JINDALSTEL.NS,851211480453.83,27.469926,164721400000.0,787151800000.0,0.209263,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,JINDALSTEL.NS,2024-08-08,brsr_filing,True,Metals & Mining
Kotak Mahindra Bank,FY2022-23,0.034451,0.153181,0.080543,0.189826,-0.109283,KOTAKBANK.NS,3442404645868.57,28.867191,523339234000.0,6204297348000.0,0.084351,mcap=2023-03-31;bs=2023-03-31,Banking,KOTAKBANK.NS,2023-08-11,brsr_filing,True,Banking
Kotak Mahindra Bank,FY2023-24,0.019337,0.333897,-0.371779,0.497494,-0.869273,KOTAKBANK.NS,3549432824045.53,28.897809,751056062000.0,7676669590000.0,0.097836,mcap=2024-03-28;bs=2024-03-31,Banking,KOTAKBANK.NS,2024-07-29,brsr_filing,True,Banking
LIC,FY2022-23,0.018902,0.949703,-0.407724,1.510343,-1.918067,LICI.NS,3379762367110.46,28.848827,,45784913600000.0,0.00431,mcap=2023-03-31;bs=2023-03-31+debt_current_proxy,Insurance,LICI.NS,2023-08-22,brsr_filing,True,Insurance
LIC,FY2023-24,0.02049,0.984638,-0.335039,1.636024,-1.971062,LICI.NS,5794646798190.04,29.387956,,53160474200000.0,0.00431,mcap=2024-03-28;bs=2024-03-31+debt_current_proxy,Insurance,LICI.NS,2024-07-29,brsr_filing,True,Insurance
LTIMindtree,FY2022-23,0.085826,0.582579,1.69381,0.901705,0.792105,540005.BO,1407448378518.0,27.9728,15412000000.0,234961000000.0,0.065594,mcap=2023-03-31;bs=2023-03-31,IT,LTIM.NS,2023-06-28,brsr_filing,True,IT
LTIMindtree,FY2023-24,0.081414,0.639116,1.606603,1.031502,0.575101,540005.BO,1461145161717.96,28.010242,20706000000.0,275630000000.0,0.075122,mcap=2024-03-28;bs=2024-03-31,IT,LTIM.NS,2024-06-03,brsr_filing,True,IT
LTTS,FY2022-23,0.002652,0.354217,-0.917988,0.523114,-1.441102,LTTS.NS,356802393310.75,26.600448,4542000000.0,81976000000.0,0.055406,mcap=2023-03-31;bs=2023-03-31,Infrastructure,LTTS.NS,2023-06-24,brsr_filing,True,Infrastructure
LTTS,FY2023-24,0.042226,0.355348,0.357689,0.535026,-0.177337,LTTS.NS,579811291513.78,27.085969,6588000000.0,84885000000.0,0.077611,mcap=2024-03-28;bs=2024-03-31,Infrastructure,LTTS.NS,2024-06-04,brsr_filing,True,Infrastructure
Larsen & Toubro,FY2022-23,0.005824,-0.389557,-0.818397,-0.709955,-0.108442,LT.NS,3041744486970.94,28.743452,1206504400000.0,3303523100000.0,0.365217,mcap=2023-03-31;bs=2023-03-31,Infra,LT.NS,2023-07-17,brsr_filing,True,Infrastructure
Larsen & Toubro,FY2023-24,0.004859,-0.405596,-0.833185,-0.796313,-0.036872,LT.NS,5174115080809.12,29.274689,1163222200000.0,3401359700000.0,0.341987,mcap=2024-03-28;bs=2024-03-31,Infra,LT.NS,2024-06-11,brsr_filing,True,Infrastructure
Lupin,FY2022-23,0.053841,-0.017797,0.689419,-0.093631,0.78305,LUPIN.NS,295009908721.94,26.410275,45415200000.0,229559300000.0,0.197836,mcap=2023-03-31;bs=2023-03-31,Pharma,LUPIN.NS,2023-09-15,brsr_filing,True,Pharma
Lupin,FY2023-24,0.025434,-0.091208,-0.177473,-0.246264,0.068791,LUPIN.NS,736741680704.35,27.325503,29217700000.0,239971800000.0,0.121755,mcap=2024-03-28;bs=2024-03-31,Pharma,LUPIN.NS,2024-07-12,brsr_filing,True,Pharma
Mahindra & Mahindra,FY2022-23,-0.03429,0.027137,-2.078051,-0.019136,-2.058915,M&M.NS,1440876795760.52,27.996273,922468500000.0,2058917700000.0,0.448036,mcap=2023-03-31;bs=2023-03-31,Auto,M&M.NS,2023-07-03,brsr_filing,True,Auto
Mahindra & Mahindra,FY2023-24,0.017166,0.000182,-0.440987,-0.08637,-0.354617,M&M.NS,2141874402315.99,28.392702,1066255200000.0,2363007300000.0,0.451228,mcap=2024-03-28;bs=2024-03-31,Auto,M&M.NS,2024-06-29,brsr_filing,True,Auto
Marico,FY2022-23,0.043056,0.767015,0.350757,1.207473,-0.856716,MARICO.NS,619842857189.81,27.152732,6080000000.0,69460000000.0,0.087532,mcap=2023-03-31;bs=2023-03-31,FMCG,MARICO.NS,2023-07-13,brsr_filing,True,FMCG
Marico,FY2023-24,0.040859,0.520541,0.314133,0.824045,-0.509913,MARICO.NS,642735993096.57,27.189,5280000000.0,74210000000.0,0.071149,mcap=2024-03-28;bs=2024-03-31,FMCG,MARICO.NS,2024-07-12,brsr_filing,True,FMCG
Maruti Suzuki,FY2022-23,-0.022473,-0.284716,-1.706964,-0.536143,-1.170821,MARUTI.NS,2504893287529.02,28.549267,12476000000.0,1003854000000.0,0.012428,mcap=2023-03-31;bs=2023-03-31,Auto,MARUTI.NS,2023-08-10,brsr_filing,True,Auto
Maruti Suzuki,FY2023-24,0.015884,-0.292336,-0.481816,-0.598155,0.116339,MARUTI.NS,3961582350487.39,29.007665,1186000000.0,1153508000000.0,0.001028,mcap=2024-03-28;bs=2024-03-31,Auto,MARUTI.NS,2024-08-05,brsr_filing,True,Auto
Mphasis,FY2022-23,0.029103,0.502167,-0.087387,0.768393,-0.85578,MPHASIS.NS,338314851927.25,26.547243,10527660000.0,116094590000.0,0.090682,mcap=2023-03-31;bs=2023-03-31,IT,MPHASIS.NS,2023-06-27,brsr_filing,True,IT
Mphasis,FY2023-24,0.053688,0.485133,0.722969,0.762095,-0.039126,MPHASIS.NS,451282897077.17,26.83536,23885850000.0,141302380000.0,0.169041,mcap=2024-03-28;bs=2024-03-31,IT,MPHASIS.NS,2024-06-30,brsr_filing,True,IT
Muthoot Finance,FY2022-23,0.049274,0.410784,0.546007,0.616893,-0.070886,MUTHOOTFIN.NS,393399198868.94,26.698091,555061320000.0,801489200000.0,0.692537,mcap=2023-03-31;bs=2023-03-31,Financial Services,MUTHOOTFIN.NS,2023-09-07,brsr_filing,True,Financial Services
Muthoot Finance,FY2023-24,0.03017,0.467121,-0.026522,0.730582,-0.757104,MUTHOOTFIN.NS,594343918631.58,27.110724,677418380000.0,964699400000.0,0.702207,mcap=2024-03-28;bs=2024-03-31,Financial Services,MUTHOOTFIN.NS,2024-09-10,brsr_filing,False,Financial Services
NALCO,FY2022-23,0.001834,-0.140692,-0.943687,-0.297373,-0.646315,NATIONALUM.NS,143991934903.28,25.693023,1046100000.0,176266100000.0,0.005935,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,NATIONALUM.NS,2023-09-26,brsr_filing,True,Metals & Mining
NALCO,FY2023-24,0.006432,-0.256508,-0.783051,-0.53547,-0.247581,NATIONALUM.NS,280178184711.81,26.358692,963800000.0,192350300000.0,0.005011,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,NATIONALUM.NS,2024-09-12,brsr_filing,False,Metals & Mining
NMDC,FY2022-23,0.006051,-0.088481,-0.811278,-0.210814,-0.600464,NMDC.NS,326909091511.0,26.512948,21278700000.0,299529200000.0,0.07104,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,NMDC.NS,2023-08-10,brsr_filing,True,Metals & Mining
NMDC,FY2023-24,-0.002239,-0.15416,-1.059415,-0.356404,-0.703011,NMDC.NS,591249730237.5,27.105504,33587800000.0,356610300000.0,0.094186,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,NMDC.NS,2024-09-12,brsr_filing,False,Metals & Mining
NTPC,FY2022-23,0.00945,0.258941,-0.704523,0.36516,-1.069683,NTPC.NS,1697886299247.15,28.160405,2229131600000.0,4479132500000.0,0.49767,mcap=2023-03-31;bs=2023-03-31,Energy,NTPC.NS,2023-08-28,brsr_filing,True,Energy
NTPC,FY2023-24,0.014451,-0.323951,-0.527502,-0.653469,0.125967,NTPC.NS,3256140369429.69,28.811564,2371309800000.0,4801965700000.0,0.493821,mcap=2024-03-28;bs=2024-03-31,Energy,NTPC.NS,2024-08-06,brsr_filing,True,Energy
Nestle India,FY2023-24,0.060043,0.259405,0.92552,0.367164,0.558356,NESTLEIND.NS,2947621322752.0,28.71202,4445599744.0,,0.08621,mcap=current_proxy;bs=current_proxy+debt_current_proxy,FMCG,NESTLEIND.NS,2024-06-15,brsr_filing,True,FMCG
ONGC,FY2022-23,0.031791,-0.737694,-0.002983,-1.287114,1.284132,ONGC.NS,1900251212458.27,28.273007,1767440370000.0,6427737320000.0,0.274971,mcap=2023-03-31;bs=2023-03-31,Energy,ONGC.NS,2023-08-23,brsr_filing,True,Energy
ONGC,FY2023-24,0.004146,-0.856864,-0.855926,-1.585845,0.729919,ONGC.NS,3372143687600.44,28.84657,1911952270000.0,7419979230000.0,0.257676,mcap=2024-03-28;bs=2024-03-31,Energy,ONGC.NS,2024-08-07,brsr_filing,True,Energy
Oracle Financial,FY2023-24,0.00146,0.440548,-0.941516,0.684089,-1.625605,OFSS.NS,760465743053.48,27.357197,430000000.0,99357000000.0,0.004328,mcap=2024-03-28;bs=2024-03-31,IT,OFSS.NS,2024-06-26,brsr_filing,True,IT
PNB,FY2022-23,0.022099,0.26107,-0.307346,0.36869,-0.676036,PNB.NS,513113308201.32,26.963763,701486200000.0,14936489400000.0,0.046965,mcap=2023-03-31;bs=2023-03-31,Banking,PNB.NS,2023-07-04,brsr_filing,True,Banking
PNB,FY2023-24,-0.015193,0.287807,-1.472248,0.416857,-1.889105,PNB.NS,1369770352216.68,27.945664,725856200000.0,15986359600000.0,0.045405,mcap=2024-03-28;bs=2024-03-31,Banking,PNB.NS,2024-06-07,brsr_filing,True,Banking
Paytm,FY2022-23,-0.006566,0.738509,-1.207447,1.160213,-2.367661,PAYTM.NS,403596328848.93,26.723681,2233000000.0,179658000000.0,0.012429,mcap=2023-03-31;bs=2023-03-31,Financial Services,PAYTM.NS,2023-08-22,brsr_filing,True,Financial Services
Paytm,FY2023-24,0.030348,0.792163,-0.020875,1.299271,-1.320146,PAYTM.NS,255849351820.19,26.267855,1766000000.0,186928000000.0,0.009447,mcap=2024-03-28;bs=2024-03-31,Financial Services,PAYTM.NS,2024-08-21,brsr_filing,True,Financial Services
Persistent Systems,FY2022-23,0.052974,0.927647,0.662206,1.473777,-0.811571,PERSISTENT.NS,344997806244.0,26.566804,6575540000.0,66730800000.0,0.098538,mcap=2023-03-31;bs=2023-03-31,IT,PERSISTENT.NS,2023-06-23,brsr_filing,True,IT
Persistent Systems,FY2023-24,0.055263,0.975901,0.773168,1.620737,-0.847569,PERSISTENT.NS,606960380700.01,27.131729,4511290000.0,74176340000.0,0.060818,mcap=2024-03-28;bs=2024-03-31,IT,PERSISTENT.NS,2024-10-03,brsr_filing,False,IT
Pidilite,FY2022-23,0.012636,0.439829,-0.604501,0.665046,-1.269547,PIDILITIND.NS,1196063406720.0,27.810057,3906100000.0,105250200000.0,0.037113,mcap=2023-03-31;bs=2023-03-31,Consumer,PIDILITIND.NS,2023-07-14,brsr_filing,True,Consumer
Pidilite,FY2023-24,-0.001815,0.233356,-1.045878,0.321589,-1.367467,PIDILITIND.NS,1533304552463.56,28.058446,3824700000.0,121039500000.0,0.031599,mcap=2024-03-28;bs=2024-03-31,Consumer,PIDILITIND.NS,2024-07-12,brsr_filing,True,Consumer
PolicyBazaar,FY2022-23,0.018201,0.930106,-0.429735,1.477853,-1.907588,POLICYBZR.NS,285185235915.58,26.376405,2265900000.0,62540300000.0,0.036231,mcap=2023-03-31;bs=2023-03-31,Financial Services,POLICYBZR.NS,2023-09-06,brsr_filing,True,Financial Services
PolicyBazaar,FY2023-24,0.010682,0.79591,-0.647614,1.305826,-1.95344,POLICYBZR.NS,504296060095.5,26.946429,2533300000.0,67285100000.0,0.03765,mcap=2024-03-28;bs=2024-03-31,Financial Services,POLICYBZR.NS,2024-09-05,brsr_filing,False,Financial Services
Power Grid,FY2022-23,0.07322,0.010646,1.297951,-0.046477,1.344428,POWERGRID.NS,1574359654525.57,28.08487,1285838100000.0,2522730600000.0,0.509701,mcap=2023-03-31;bs=2023-03-31,Energy,POWERGRID.NS,2023-08-09,brsr_filing,True,Energy
Power Grid,FY2023-24,0.040517,0.054605,0.303232,0.008849,0.294384,POWERGRID.NS,2575337140714.72,28.577002,1270037100000.0,2508905200000.0,0.506212,mcap=2024-03-28;bs=2024-03-31,Energy,POWERGRID.NS,2024-08-06,brsr_filing,True,Energy
Reliance Industries,FY2022-23,0.070914,-0.72059,1.225535,-1.258759,2.484294,RELIANCE.NS,14557646070063.71,30.309137,3343920000000.0,16074310000000.0,0.208029,mcap=2023-03-31;bs=2023-03-31,Energy,RELIANCE.NS,2023-08-14,brsr_filing,True,Energy
Reliance Industries,FY2023-24,0.056413,-0.538175,0.80982,-1.028271,1.838091,RELIANCE.NS,20106845826527.38,30.632081,3461420000000.0,17559860000000.0,0.197121,mcap=2024-03-28;bs=2024-03-31,Energy,RELIANCE.NS,2024-08-07,brsr_filing,True,Energy
SAIL,FY2022-23,0.02172,-1.214862,-0.319224,-2.07819,1.758966,SAIL.NS,341594428794.94,26.55689,307734300000.0,1304810900000.0,0.235846,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,SAIL.NS,2024-01-17,brsr_filing,True,Metals & Mining
SAIL,FY2023-24,0.033709,-1.32227,0.086243,-2.400114,2.486357,SAIL.NS,554523020048.25,27.041374,363226500000.0,1407085800000.0,0.258141,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,SAIL.NS,2024-09-04,brsr_filing,False,Metals & Mining
SBI,FY2023-24,0.016728,-0.286468,-0.454923,-0.587889,0.132966,SBIN.NS,6714431570658.87,29.53528,5565032351000.0,67337787997000.0,0.082644,mcap=2024-03-28;bs=2024-03-31,Banking,SBIN.NS,2024-05-27,brsr_filing,True,Banking
SBI Life,FY2022-23,0.021358,0.91373,-0.3306,1.450705,-1.781305,SBILIFE.NS,1102085194698.99,27.728225,,3145991696000.0,0.0,mcap=2023-03-31;bs=2023-03-31+debt_current_proxy,Insurance,SBILIFE.NS,2023-08-04,brsr_filing,True,Insurance
SBI Life,FY2023-24,0.019001,0.447856,-0.382506,0.696876,-1.079382,SBILIFE.NS,1502448563866.25,28.038117,,3982772500000.0,0.0,mcap=2024-03-28;bs=2024-03-31+debt_current_proxy,Insurance,SBILIFE.NS,2024-08-03,brsr_filing,True,Insurance
Shree Cement,FY2022-23,0.006093,-0.69619,-0.809945,-1.218308,0.408363,SHREECEM.NS,944844715650.52,27.574286,27246700000.0,263339400000.0,0.103466,mcap=2023-03-31;bs=2023-03-31,Cement,SHREECEM.NS,2023-07-02,brsr_filing,True,Cement
Shree Cement,FY2023-24,0.026774,-0.635406,-0.134776,-1.198386,1.06361,SHREECEM.NS,926656424677.76,27.554849,16555500000.0,279534700000.0,0.059225,mcap=2024-03-28;bs=2024-03-31,Cement,SHREECEM.NS,2024-07-12,brsr_filing,True,Cement
Shriram Finance,FY2022-23,-0.003625,0.34677,-1.115122,0.510768,-1.62589,SHRIRAMFIN.NS,471553720535.69,26.879299,1286886100000.0,2105726900000.0,0.611136,mcap=2023-03-31;bs=2023-03-31,Financial Services,SHRIRAMFIN.NS,2023-06-01,brsr_filing,True,Financial Services
Shriram Finance,FY2023-24,-0.010197,0.378352,-1.313025,0.575273,-1.888297,SHRIRAMFIN.NS,886795856982.4,27.510881,1517661000000.0,2482663100000.0,0.611304,mcap=2024-03-28;bs=2024-03-31,Financial Services,SHRIRAMFIN.NS,2024-07-09,brsr_filing,True,Financial Services
Siemens India,FY2022-23,0.01879,0.546545,-0.411255,0.841966,-1.253222,SIEMENS.NS,579214683960.69,27.084939,1821000000.0,201090000000.0,0.009056,mcap=2022-09-30;bs=2022-09-30,Infrastructure,SIEMENS.NS,2024-01-18,brsr_filing,True,Infrastructure
Siemens India,FY2023-24,0.039977,0.528436,0.286017,0.837858,-0.551841,SIEMENS.NS,767708239414.95,27.366676,1752000000.0,217696000000.0,0.008048,mcap=2023-09-29;bs=2023-09-30,Infrastructure,SIEMENS.NS,2025-01-14,brsr_filing,False,Infrastructure
Sun Pharma,FY2022-23,0.043986,0.173909,0.379948,0.224189,0.155758,SUNPHARMA.NS,2358786150429.49,28.489168,68858700000.0,807435900000.0,0.085281,mcap=2023-03-31;bs=2023-03-31,Pharma,SUNPHARMA.NS,2023-07-30,brsr_filing,True,Pharma
Sun Pharma,FY2023-24,0.063359,0.075873,1.031183,0.046059,0.985123,SUNPHARMA.NS,3888242402788.53,28.988978,32736700000.0,854996500000.0,0.038289,mcap=2024-03-28;bs=2024-03-31,Pharma,SUNPHARMA.NS,2024-07-09,brsr_filing,True,Pharma
TCS,FY2022-23,0.036133,0.340713,0.133348,0.500726,-0.367378,TCS.NS,11730552439371.46,30.093218,76880000000.0,1436510000000.0,0.053519,mcap=2023-03-31;bs=2023-03-31,IT,TCS.NS,2023-06-07,brsr_filing,True,IT
TCS,FY2023-24,0.024428,0.432018,-0.209525,0.669166,-0.878691,TCS.NS,14024792822687.83,30.271848,80210000000.0,1464490000000.0,0.05477,mcap=2024-03-28;bs=2024-03-31,IT,TCS.NS,2024-06-12,brsr_filing,True,IT
TVS Motor,FY2022-23,0.003178,0.11651,-0.901471,0.12903,-1.030501,TVSMOTOR.NS,511763816003.19,26.961129,223755800000.0,352329100000.0,0.635076,mcap=2023-03-31;bs=2023-03-31,Auto,TVSMOTORS.NS,2023-06-28,brsr_filing,True,Auto
TVS Motor,FY2023-24,0.070815,0.821461,1.268816,1.350531,-0.081714,TVSMOTOR.NS,1022316252656.13,27.653092,260057000000.0,422204600000.0,0.61595,mcap=2024-03-28;bs=2024-03-31,Auto,TVSMOTORS.NS,2024-07-12,brsr_filing,True,Auto
Tata Consumer,FY2022-23,0.051354,0.56837,0.611336,0.878149,-0.266813,TATACONSUM.NS,666715877037.96,27.22563,16000400000.0,228111300000.0,0.070143,mcap=2023-03-31;bs=2023-03-31,FMCG,TATACONSUM.NS,2023-05-23,brsr_filing,True,FMCG
Tata Consumer,FY2023-24,0.088613,0.052926,1.836029,0.00591,1.830118,TATACONSUM.NS,1057481319341.52,27.686911,34772200000.0,280209400000.0,0.124094,mcap=2024-03-28;bs=2024-03-31,FMCG,TATACONSUM.NS,2024-05-22,brsr_filing,True,FMCG
Tata Power,FY2022-23,0.029896,-0.074433,-0.06248,-0.187525,0.125045,TATAPOWER.NS,608227698891.75,27.133815,529230900000.0,1283490400000.0,0.412337,mcap=2023-03-31;bs=2023-03-31,Energy,TATAPOWER.NS,2023-05-27,brsr_filing,True,Energy
Tata Power,FY2023-24,0.022099,-0.685094,-0.283744,-1.285319,1.001575,TATAPOWER.NS,1259602888433.01,27.861818,590067600000.0,1395524200000.0,0.422829,mcap=2024-03-28;bs=2024-03-31,Energy,TATAPOWER.NS,2024-06-21,brsr_filing,True,Energy
Tata Steel,FY2022-23,0.138994,-0.634584,3.363381,-1.116173,4.479555,TATASTEEL.NS,1275929645815.0,27.874696,848930500000.0,2880217400000.0,0.294745,mcap=2023-03-31;bs=2023-03-31,Metals & Mining,TATASTEEL.NS,2023-06-15,brsr_filing,True,Metals & Mining
Tata Steel,FY2023-24,0.081773,-0.545258,1.618036,-1.040664,2.658699,TATASTEEL.NS,1943737526296.47,28.295634,870821200000.0,2734235000000.0,0.318488,mcap=2024-03-28;bs=2024-03-31,Metals & Mining,TATASTEEL.NS,2024-06-24,brsr_filing,True,Metals & Mining
Tech Mahindra,FY2022-23,0.045744,0.237668,0.435145,0.329893,0.105252,TECHM.NS,969530846032.88,27.600078,27402000000.0,461533000000.0,0.059372,mcap=2023-03-31;bs=2023-03-31,IT,TECHM.NS,2023-09-12,brsr_filing,True,IT
Tech Mahindra,FY2023-24,0.030238,0.593552,-0.024379,0.951784,-0.976163,TECHM.NS,1101476802455.43,27.727673,25367000000.0,434236000000.0,0.058418,mcap=2024-03-28;bs=2024-03-31,IT,TECHM.NS,2024-07-03,brsr_filing,True,IT
Titan,FY2022-23,0.001494,0.194727,-0.954374,0.258702,-1.213076,TITAN.NS,2238260913085.94,28.43672,93670000000.0,270230000000.0,0.346631,mcap=2023-03-31;bs=2023-03-31,Consumer,TITAN.NS,2023-08-30,brsr_filing,True,Consumer
Titan,FY2023-24,-0.00402,0.378497,-1.116149,0.575527,-1.691676,TITAN.NS,3372430682121.55,28.846655,155280000000.0,315500000000.0,0.492171,mcap=2024-03-28;bs=2024-03-31,Consumer,TITAN.NS,2024-06-18,brsr_filing,True,Consumer
Torrent Pharma,FY2022-23,0.0818,-0.021165,1.567384,-0.099214,1.666598,TORNTPHARM.NS,520241416358.83,26.977559,53685600000.0,150118500000.0,0.357621,mcap=2023-03-31;bs=2023-03-31,Pharma,TORNTPHARM.NS,2023-07-15,brsr_filing,True,Pharma
Torrent Pharma,FY2023-24,0.063635,0.254297,1.039981,0.358227,0.681754,TORNTPHARM.NS,880161244315.31,27.503371,40219400000.0,150605800000.0,0.267051,mcap=2024-03-28;bs=2024-03-31,Pharma,TORNTPHARM.NS,2024-06-29,brsr_filing,True,Pharma
