company,ticker,year,market_cap,log_market_cap,total_debt,total_assets,leverage,source_year
Tata Consumer,TATACONSUM.NS,FY2022-23,666715877037.96,27.22563,16000400000.0,228111300000.0,0.070143,mcap=2023-03-31;bs=2023-03-31
Tata Consumer,TATACONSUM.NS,FY2023-24,1057481319341.52,27.686911,34772200000.0,280209400000.0,0.124094,mcap=2024-03-28;bs=2024-03-31
Tata Motors,TMPV.NS,FY2022-23,1611599663845.74,28.108248,1366134500000.0,3360813800000.0,0.406489,mcap=2023-03-31;bs=2023-03-31
Tata Motors,TMPV.NS,FY2023-24,3804649708561.3,28.967245,1098120000000.0,3706640000000.0,0.296258,mcap=2024-03-28;bs=2024-03-31
Tata Power,TATAPOWER.NS,FY2022-23,608227698891.75,27.133815,529230900000.0,1283490400000.0,0.412337,mcap=2023-03-31;bs=2023-03-31
Tata Power,TATAPOWER.NS,FY2023-24,1259602888433.01,27.861818,590067600000.0,1395524200000.0,0.422829,mcap=2024-03-28;bs=2024-03-31
Tata Steel,TATASTEEL.NS,FY2022-23,1275929645815.0,27.874696,848930500000.0,2880217400000.0,0.294745,mcap=2023-03-31;bs=2023-03-31
Tata Steel,TATASTEEL.NS,FY2023-24,1943737526296.47,28.295634,870821200000.0,2734235000000.0,0.318488,mcap=2024-03-28;bs=2024-03-31
Tech Mahindra,TECHM.NS,FY2022-23,969530846032.88,27.600078,27402000000.0,461533000000.0,0.059372,mcap=2023-03-31;bs=2023-03-31
Tech Mahindra,TECHM.NS,FY2023-24,1101476802455.43,27.727673,25367000000.0,434236000000.0,0.058418,mcap=2024-03-28;bs=2024-03-31
Titan,TITAN.NS,FY2022-23,2238260913085.94,28.43672,93670000000.0,270230000000.0,0.346631,mcap=2023-03-31;bs=2023-03-31
Titan,TITAN.NS,FY2023-24,3372430682121.55,28.846655,155280000000.0,315500000000.0,0.492171,mcap=2024-03-28;bs=2024-03-31
Torrent Pharma,TORNTPHARM.NS,FY2022-23,520241416358.83,26.977559,53685600000.0,150118500000.0,0.357621,mcap=2023-03-31;bs=2023-03-31
Torrent Pharma,TORNTPHARM.NS,FY2023-24,880161244315.31,27.503371,40219400000.0,150605800000.0,0.267051,mcap=2024-03-28;bs=2024-03-31
UltraTech Cement,ULTRACEMCO.NS,FY2022-23,2197205550915.14,28.418207,110577400000.0,913869600000.0,0.120999,mcap=2023-03-31;bs=2023-03-31
UltraTech Cement,ULTRACEMCO.NS,FY2023-24,2809639131080.83,28.664077,114029500000.0,1008020100000.0,0.113122,mcap=2024-03-28;bs=2024-03-31
Vedanta Limited,VEDL.NS,FY2022-23,1019086128746.87,27.649927,666180000000.0,1953770000000.0,0.340972,mcap=2023-03-31;bs=2023-03-31
Vedanta Limited,VEDL.NS,FY2023-24,1007642145439.29,27.638634,727700000000.0,1908070000000.0,0.38138,mcap=2024-03-28;bs=2024-03-31
Vodafone Idea,IDEA.NS,FY2022-23,282342206673.91,26.366386,2377660000000.0,2072427000000.0,1.147283,mcap=2023-03-31;bs=2023-03-31
Vodafone Idea,IDEA.NS,FY2023-24,664087619968.75,27.22168,2438090000000.0,1849977000000.0,1.317903,mcap=2024-03-28;bs=2024-03-31
Wipro,WIPRO.NS,FY2022-23,2000847500801.25,28.324592,174666000000.0,1175822000000.0,0.148548,mcap=2023-03-31;bs=2023-03-31
Wipro,WIPRO.NS,FY2023-24,2505730993285.98,28.549602,164649000000.0,1152459000000.0,0.142868,mcap=2024-03-28;bs=2024-03-31
